,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,release_date
0,0.714,0.736,2,0.0457,0.191,0.0,0.0553,0.814,149.985,210818,4,Red Velvet,2018-01-29
1,0.721,0.924,7,0.0524,0.135,0.0,0.0427,0.801,124.024,229097,4,Red Velvet,2018-01-29
2,0.839,0.902,1,0.0536,0.0868,0.00257,0.272,0.639,114.953,189050,4,Red Velvet,2018-01-29
3,0.761,0.785,7,0.052,0.0792,0.000112,0.142,0.78,111.037,245599,4,Red Velvet,2018-01-29
4,0.686,0.752,7,0.0322,0.586,2.47e-06,0.364,0.906,149.998,188304,4,Red Velvet,2018-01-29
5,0.572,0.743,5,0.12,0.235,5.93e-06,0.0761,0.678,170.123,210162,4,Red Velvet,2018-01-29
6,0.41,0.654,9,0.067,0.14,0.0,0.126,0.341,184.736,195249,4,Red Velvet,2018-01-29
7,0.832,0.759,2,0.0751,0.089,6e-05,0.0565,0.767,94.999,194591,4,Red Velvet,2018-01-29
8,0.774,0.785,9,0.216,0.022,0.0,0.138,0.646,104.959,196837,4,Red Velvet,2018-01-29
9,0.709,0.572,8,0.0514,0.56,0.0,0.331,0.564,121.9,209779,4,Red Velvet,2018-01-29
10,0.611,0.82,6,0.204,0.162,0.0,0.17,0.78,191.908,205975,4,Red Velvet,2018-01-29
11,0.634,0.482,9,0.0269,0.654,0.0,0.091,0.32,123.983,220607,3,Red Velvet,2018-01-29
12,0.839,0.902,1,0.0536,0.0868,0.00257,0.272,0.639,114.953,189050,4,Red Velvet,2017-11-17
13,0.761,0.785,7,0.052,0.0792,0.000112,0.142,0.78,111.037,245599,4,Red Velvet,2017-11-17
14,0.686,0.752,7,0.0322,0.586,2.47e-06,0.364,0.906,149.998,188304,4,Red Velvet,2017-11-17
15,0.572,0.743,5,0.12,0.235,5.93e-06,0.0761,0.678,170.123,210162,4,Red Velvet,2017-11-17
16,0.832,0.759,2,0.0751,0.089,6e-05,0.0565,0.767,94.999,194591,4,Red Velvet,2017-11-17
17,0.774,0.785,9,0.216,0.022,0.0,0.138,0.646,104.959,196837,4,Red Velvet,2017-11-17
18,0.709,0.572,8,0.0514,0.56,0.0,0.331,0.564,121.9,209779,4,Red Velvet,2017-11-17
19,0.611,0.82,6,0.204,0.162,0.0,0.17,0.78,191.908,205975,4,Red Velvet,2017-11-17
20,0.634,0.482,9,0.0269,0.654,0.0,0.091,0.32,123.983,220607,3,Red Velvet,2017-11-17
21,0.436,0.509,6,0.0345,0.475,0.0,0.101,0.11,133.653,261942,4,Red Velvet,2016-03-17
22,0.664,0.719,7,0.0475,0.207,0.0,0.199,0.824,153.039,233478,4,Red Velvet,2016-03-17
23,0.612,0.908,6,0.094,0.597,0.0,0.159,0.688,120.013,212997,4,Red Velvet,2016-03-17
24,0.53,0.536,9,0.0302,0.504,0.0,0.112,0.312,129.878,242305,4,Red Velvet,2016-03-17
25,0.41,0.333,10,0.0336,0.878,0.0,0.152,0.208,127.791,292157,4,Red Velvet,2016-03-17
26,0.577,0.498,1,0.0333,0.489,0.0,0.116,0.178,133.606,251527,4,Red Velvet,2016-03-17
27,0.566,0.616,6,0.0336,0.271,0.0,0.102,0.0813,133.736,247111,4,Red Velvet,2016-03-17
28,0.582,0.318,1,0.0366,0.819,0.0,0.135,0.139,133.73,245254,4,Red Velvet,2016-03-17
29,0.778,0.789,7,0.0503,0.0334,2.05e-06,0.225,0.799,145.99,202543,4,Red Velvet,2015-09-09
30,0.744,0.892,2,0.0806,0.0281,0.0,0.0563,0.812,103.988,181379,4,Red Velvet,2015-09-09
31,0.714,0.721,11,0.104,0.0315,0.0,0.108,0.455,89.991,196563,4,Red Velvet,2015-09-09
32,0.763,0.856,0,0.0419,0.00788,1.43e-05,0.329,0.615,120.001,182301,4,Red Velvet,2015-09-09
33,0.701,0.766,9,0.0472,0.0176,0.0,0.228,0.366,93.99,188948,4,Red Velvet,2015-09-09
34,0.742,0.738,5,0.0379,0.565,0.0,0.305,0.851,107.024,195611,4,Red Velvet,2015-09-09
35,0.897,0.58,8,0.0503,0.0422,3.11e-06,0.0578,0.59,99.982,219299,4,Red Velvet,2015-09-09
36,0.595,0.838,6,0.235,0.222,0.0,0.0731,0.749,98.946,171403,4,Red Velvet,2015-09-09
37,0.645,0.884,1,0.0968,0.112,0.0,0.179,0.708,171.93,206358,4,Red Velvet,2015-09-09
38,0.747,0.941,9,0.133,0.0876,0.0,0.0438,0.525,115.002,245589,4,Red Velvet,2015-09-09
39,0.732,0.934,8,0.144,0.0774,0.00745,0.306,0.898,159.998,202040,4,Red Velvet,2018-08-06
40,0.7,0.8,7,0.0965,0.184,0.0,0.202,0.617,102.964,207800,4,Red Velvet,2018-08-06
41,0.467,0.813,11,0.345,0.261,1.13e-05,0.341,0.793,194.065,218773,4,Red Velvet,2018-08-06
42,0.756,0.851,5,0.0475,0.0817,1.15e-05,0.187,0.551,96.057,191147,4,Red Velvet,2018-08-06
43,0.698,0.984,6,0.0989,0.173,1.82e-05,0.495,0.519,128.028,192160,4,Red Velvet,2018-08-06
44,0.749,0.825,0,0.0438,0.0452,0.0,0.0966,0.455,120.014,196093,4,Red Velvet,2018-08-06
45,0.723,0.726,2,0.043,0.21,0.0,0.061,0.839,150.011,208667,4,Red Velvet,2018-08-06
46,0.682,0.959,11,0.0969,0.0159,0.0,0.19,0.893,158.924,213693,4,Red Velvet,2018-07-04
47,0.754,0.729,9,0.0484,0.0314,1.77e-05,0.162,0.906,131.985,194800,4,Red Velvet,2018-07-04
48,0.697,0.521,9,0.0328,0.222,0.0,0.158,0.575,116.95,179960,4,Red Velvet,2018-07-04
49,0.775,0.792,7,0.0554,0.0661,0.0,0.331,0.86,145.986,202560,4,Red Velvet,2018-07-04
50,0.706,0.902,7,0.0352,0.00909,0.00137,0.17,0.964,130.024,211213,4,Red Velvet,2018-07-04
51,0.708,0.91,9,0.172,0.0364,0.0,0.0873,0.588,125.029,191640,4,Red Velvet,2018-07-04
52,0.682,0.96,11,0.0951,0.0164,1.05e-06,0.186,0.893,158.941,213693,4,Red Velvet,2018-06-13
53,0.695,0.519,9,0.0327,0.213,0.0,0.158,0.587,116.966,179960,4,Red Velvet,2018-06-13
54,0.763,0.905,11,0.102,0.0668,0.0,0.0593,0.811,118.016,193609,4,Red Velvet,2018-01-29
55,0.696,0.647,11,0.0351,0.296,0.0,0.146,0.411,111.851,226968,4,Red Velvet,2018-01-29
56,0.769,0.569,6,0.0503,0.31,0.000101,0.0674,0.755,86.983,213280,4,Red Velvet,2017-08-18
57,0.743,0.548,2,0.0574,0.0387,0.878,0.125,0.629,173.985,213306,4,Red Velvet,2017-08-18
58,0.709,0.917,9,0.189,0.0409,0.0,0.0839,0.515,125.042,191139,4,Red Velvet,2017-07-09
59,0.611,0.668,9,0.044,0.256,0.0,0.096,0.402,119.978,250498,4,Red Velvet,2017-07-09
60,0.667,0.905,1,0.16,0.0366,0.0,0.71,0.697,109.021,204833,4,Red Velvet,2017-07-09
61,0.623,0.8,11,0.0554,0.164,0.0,0.359,0.697,150.988,184737,4,Red Velvet,2017-07-09
62,0.626,0.565,9,0.0298,0.533,0.0,0.157,0.471,90.982,202110,4,Red Velvet,2017-07-09
63,0.758,0.627,5,0.0528,0.497,0.0,0.204,0.544,93.957,203831,4,Red Velvet,2017-03-31
64,0.668,0.681,5,0.178,0.127,0.786,0.13,0.482,188.004,203831,4,Red Velvet,2017-03-31
65,0.683,0.938,8,0.288,0.0888,0.0,0.331,0.868,164.1,197638,4,Red Velvet,2017-02-01
66,0.592,0.711,9,0.0383,0.28,0.0,0.0694,0.279,91.926,239811,4,Red Velvet,2017-02-01
67,0.665,0.651,8,0.0801,0.0399,3.02e-05,0.0504,0.906,155.984,201645,4,Red Velvet,2017-02-01
68,0.584,0.813,8,0.171,0.288,3.68e-06,0.345,0.881,164.79,212109,4,Red Velvet,2017-02-01
69,0.526,0.828,6,0.07,0.00652,4.05e-05,0.147,0.158,185.946,219320,4,Red Velvet,2017-02-01
70,0.331,0.509,6,0.0331,0.565,0.0,0.108,0.137,129.479,294123,4,Red Velvet,2017-02-01
71,0.726,0.903,7,0.0357,0.055,0.000225,0.158,0.958,129.986,211244,4,Red Velvet,2016-09-07
72,0.6,0.828,6,0.207,0.0299,0.0,0.334,0.66,169.758,203438,4,Red Velvet,2016-09-07
73,0.644,0.931,0,0.116,0.207,0.0,0.232,0.668,93.986,188331,4,Red Velvet,2016-09-07
74,0.747,0.841,4,0.0787,0.0844,0.0,0.38,0.605,95.028,240405,4,Red Velvet,2016-09-07
75,0.634,0.699,1,0.109,0.527,5.99e-05,0.0673,0.774,177.941,233540,4,Red Velvet,2016-09-07
76,0.744,0.907,7,0.0567,0.0649,0.000685,0.272,0.746,99.988,196818,4,Red Velvet,2016-09-07
77,0.55,0.798,6,0.131,0.327,0.0,0.0905,0.847,201.965,214842,4,Red Velvet,2016-09-07
78,0.708,0.95,0,0.0458,0.0874,0.0,0.0631,0.905,140.016,192497,4,Red Velvet,2016-05-02
79,0.563,0.534,5,0.0273,0.643,0.0,0.0989,0.344,114.161,238787,3,Red Velvet,2015-12-18
80,0.58,0.935,9,0.189,0.0318,0.0,0.0977,0.603,172.023,191440,4,Red Velvet,2015-03-17
81,0.598,0.604,5,0.252,0.0996,0.0,0.387,0.707,179.938,210160,4,Red Velvet,2015-03-17
82,0.72,0.828,0,0.0408,0.395,0.0,0.114,0.786,104.045,199867,4,Red Velvet,2015-03-17
83,0.699,0.78,11,0.129,0.0197,0.000119,0.629,0.834,123.041,209013,4,Red Velvet,2015-03-17
84,0.758,0.583,0,0.0315,0.199,0.0,0.102,0.345,104.007,211760,4,Red Velvet,2015-03-17
85,0.554,0.577,4,0.0346,0.593,0.0,0.178,0.316,135.921,262200,4,Red Velvet,2015-03-17
86,0.58,0.935,9,0.189,0.0318,0.0,0.0977,0.603,172.023,191440,4,Red Velvet,2015-03-17
87,0.598,0.604,5,0.252,0.0996,0.0,0.387,0.707,179.938,210160,4,Red Velvet,2015-03-17
88,0.72,0.828,0,0.0408,0.395,0.0,0.114,0.786,104.045,199867,4,Red Velvet,2015-03-17
89,0.699,0.78,11,0.129,0.0197,0.000119,0.629,0.834,123.041,209013,4,Red Velvet,2015-03-17
90,0.758,0.583,0,0.0315,0.199,0.0,0.102,0.345,104.007,211760,4,Red Velvet,2015-03-17
91,0.554,0.577,4,0.0346,0.593,0.0,0.178,0.316,135.921,262200,4,Red Velvet,2015-03-17
92,0.58,0.868,10,0.316,0.123,0.0,0.302,0.772,178.002,280451,4,Red Velvet,2014-10-13
93,0.58,0.868,10,0.316,0.123,0.0,0.302,0.772,178.002,280451,4,Red Velvet,2014-10-13
94,0.727,0.871,10,0.158,0.323,6.21e-06,0.725,0.681,121.438,220987,4,Red Velvet,2014-08-01
95,0.777,0.779,9,0.0427,0.0417,3.35e-06,0.111,0.774,129.96,207679,4,2NE1,2018-06-27
96,0.728,0.799,11,0.0402,0.0527,0.0,0.0661,0.581,128.022,218453,4,2NE1,2018-06-27
97,0.835,0.92,1,0.143,0.0771,0.0,0.171,0.884,101.977,221425,4,2NE1,2018-06-27
98,0.835,0.879,2,0.253,0.15,0.000121,0.0743,0.939,127.991,218227,4,2NE1,2018-06-27
99,0.671,0.651,3,0.0466,0.354,0.0,0.123,0.761,147.895,255234,4,2NE1,2018-06-27
100,0.692,0.87,6,0.0254,0.0184,0.0,0.044,0.513,126.998,233947,4,2NE1,2018-06-27
101,0.656,0.782,8,0.0485,0.0187,0.153,0.0787,0.673,161.854,234320,4,2NE1,2018-06-27
102,0.818,0.737,8,0.0962,0.00789,8.62e-06,0.137,0.853,123.011,198173,4,2NE1,2018-06-27
103,0.868,0.874,10,0.0315,0.0107,0.0,0.0938,0.65,120.032,213400,4,2NE1,2018-06-27
104,0.679,0.929,10,0.114,0.0326,0.000107,0.131,0.774,179.847,187420,4,2NE1,2018-06-27
105,0.67,0.629,6,0.0402,0.0617,1.44e-06,0.106,0.494,150.218,232973,4,2NE1,2018-06-27
106,0.781,0.762,9,0.0404,0.0407,0.0,0.0613,0.829,129.977,208053,4,2NE1,2018-06-27
107,0.867,0.738,11,0.0879,0.00581,0.000631,0.233,0.682,126.009,222840,4,2NE1,2015-01-14
108,0.779,0.768,9,0.0427,0.0472,2.48e-06,0.152,0.8,129.946,207679,4,2NE1,2015-01-14
109,0.819,0.845,0,0.0384,0.00747,0.00747,0.0558,0.695,127.99,208731,4,2NE1,2015-01-14
110,0.835,0.918,1,0.134,0.0727,0.0,0.172,0.875,101.963,221425,4,2NE1,2015-01-14
111,0.691,0.929,10,0.115,0.0361,0.000112,0.131,0.766,179.725,187420,4,2NE1,2015-01-14
112,0.829,0.881,4,0.104,0.0516,0.00952,0.053,0.48,120.023,229640,4,2NE1,2015-01-14
113,0.565,0.839,0,0.166,0.163,0.0,0.638,0.142,150.118,229627,4,2NE1,2015-01-14
114,0.763,0.626,11,0.0463,0.0313,0.0,0.365,0.41,88.02,226575,4,2NE1,2015-01-14
115,0.765,0.806,6,0.101,0.388,0.0,0.0995,0.719,120.017,216750,4,2NE1,2015-01-14
116,0.677,0.649,3,0.0465,0.344,0.0,0.123,0.766,147.899,255234,4,2NE1,2015-01-14
117,0.6,0.567,4,0.0277,0.249,0.0,0.171,0.398,94.883,207985,4,2NE1,2015-01-14
118,0.813,0.784,1,0.0937,0.0643,0.0,0.074,0.848,131.982,238213,4,2NE1,2015-01-14
119,0.707,0.838,0,0.0382,0.023,0.0,0.512,0.548,125.074,237138,4,2NE1,2015-01-14
120,0.701,0.853,9,0.0369,0.00326,0.0,0.106,0.743,125.055,211146,4,2NE1,2015-01-14
121,0.579,0.902,8,0.153,0.154,0.0,0.184,0.603,130.101,231519,4,2NE1,2015-01-14
122,0.766,0.771,2,0.0663,0.00448,1.32e-06,0.354,0.626,129.962,215077,4,2NE1,2015-01-14
123,0.725,0.798,11,0.0403,0.0497,0.0,0.0644,0.573,128.034,218453,4,2NE1,2015-01-14
124,0.655,0.774,8,0.0557,0.0462,0.0,0.157,0.49,128.003,248711,4,2NE1,2015-01-14
125,0.623,0.45,0,0.0338,0.826,0.0,0.112,0.253,130.152,219302,4,2NE1,2015-01-14
126,0.838,0.88,0,0.0428,0.0522,0.0,0.356,0.937,119.964,188000,4,2NE1,2015-01-14
127,0.602,0.785,1,0.046,0.0433,1.47e-06,0.369,0.483,129.846,203570,4,2NE1,2014-12-10
128,0.676,0.843,11,0.106,0.00182,0.000442,0.357,0.608,126.036,224591,4,2NE1,2014-12-10
129,0.643,0.843,10,0.0883,0.0134,0.0,0.513,0.598,102.028,263196,4,2NE1,2014-12-10
130,0.714,0.937,11,0.115,0.111,0.0,0.359,0.48,120.034,210143,4,2NE1,2014-12-10
131,0.668,0.852,9,0.0659,0.0437,0.00106,0.341,0.694,119.912,162195,4,2NE1,2014-12-10
132,0.554,0.279,9,0.0378,0.831,0.0,0.162,0.254,129.732,219319,4,2NE1,2014-12-10
133,0.454,0.53,0,0.114,0.387,0.0,0.369,0.49,181.47,218585,3,2NE1,2014-12-10
134,0.476,0.297,3,0.039,0.309,0.0,0.705,0.325,77.74,198231,4,2NE1,2014-12-10
135,0.609,0.496,8,0.0407,0.402,0.0,0.249,0.473,128.011,232599,4,2NE1,2014-12-10
136,0.652,0.568,0,0.0387,0.154,5.48e-06,0.377,0.334,124.955,267968,4,2NE1,2014-12-10
137,0.519,0.723,0,0.145,0.115,0.0,0.187,0.35,149.801,231598,4,2NE1,2014-12-10
138,0.578,0.715,8,0.0748,0.0456,0.0,0.399,0.522,129.952,234101,4,2NE1,2014-12-10
139,0.657,0.789,9,0.0818,0.012,0.0,0.951,0.623,129.955,202736,4,2NE1,2014-12-10
140,0.455,0.773,2,0.117,0.0161,0.00034,0.637,0.208,99.973,305672,4,2NE1,2014-12-10
141,0.589,0.728,2,0.0601,0.000772,6.48e-05,0.185,0.44,127.988,246947,4,2NE1,2014-12-10
142,0.672,0.733,0,0.0624,0.00548,0.000852,0.428,0.557,128.017,234101,4,2NE1,2014-12-10
143,0.541,0.898,1,0.126,0.0167,0.0,0.842,0.521,131.883,286653,4,2NE1,2014-12-10
144,0.587,0.846,6,0.0479,0.00289,0.0,0.852,0.6,127.938,218418,4,2NE1,2014-12-10
145,0.266,0.587,4,0.0389,0.0258,0.765,0.494,0.302,94.959,231264,4,2NE1,2014-12-10
146,0.6,0.719,8,0.0734,0.037,0.0,0.505,0.49,130.026,235102,4,2NE1,2014-12-10
147,0.623,0.822,2,0.119,0.0106,0.0,0.4,0.394,130.043,283817,4,2NE1,2014-12-10
148,0.6,0.786,1,0.0461,0.0427,1.62e-06,0.374,0.485,129.841,203570,4,2NE1,2014-12-10
149,0.674,0.844,11,0.105,0.00185,0.000464,0.358,0.61,126.037,224591,4,2NE1,2014-12-10
150,0.649,0.846,10,0.0856,0.0131,0.0,0.511,0.606,102.019,263196,4,2NE1,2014-12-10
151,0.713,0.937,11,0.115,0.11,0.0,0.358,0.48,120.043,210143,4,2NE1,2014-12-10
152,0.668,0.851,9,0.0666,0.0451,0.00105,0.341,0.692,119.896,162195,4,2NE1,2014-12-10
153,0.549,0.281,9,0.0377,0.832,0.0,0.164,0.253,129.967,219319,4,2NE1,2014-12-10
154,0.453,0.53,0,0.119,0.388,0.0,0.368,0.469,181.552,218585,3,2NE1,2014-12-10
155,0.548,0.294,3,0.0378,0.304,0.0,0.743,0.335,75.095,198231,4,2NE1,2014-12-10
156,0.609,0.493,8,0.0401,0.391,0.0,0.215,0.477,127.998,232599,4,2NE1,2014-12-10
157,0.653,0.567,0,0.0387,0.155,5.65e-06,0.378,0.335,124.955,267968,4,2NE1,2014-12-10
158,0.437,0.723,0,0.176,0.118,0.0,0.183,0.358,74.145,231598,4,2NE1,2014-12-10
159,0.577,0.717,8,0.0743,0.0446,0.0,0.4,0.527,129.949,234101,4,2NE1,2014-12-10
160,0.657,0.792,9,0.0811,0.0121,0.0,0.952,0.606,129.946,202736,4,2NE1,2014-12-10
161,0.455,0.773,11,0.116,0.0162,0.000284,0.638,0.203,99.992,305672,4,2NE1,2014-12-10
162,0.593,0.727,2,0.0594,0.000801,8.11e-05,0.248,0.455,127.998,246947,4,2NE1,2014-12-10
163,0.671,0.735,0,0.0641,0.00595,0.000829,0.426,0.542,128.005,234101,4,2NE1,2014-12-10
164,0.541,0.899,1,0.123,0.0173,0.0,0.843,0.522,131.877,286653,4,2NE1,2014-12-10
165,0.587,0.845,6,0.0481,0.00282,0.0,0.853,0.596,127.949,218418,4,2NE1,2014-12-10
166,0.6,0.718,8,0.0734,0.0363,0.0,0.5,0.49,129.966,235102,4,2NE1,2014-12-10
167,0.624,0.824,2,0.119,0.0111,0.0,0.464,0.385,130.042,283817,4,2NE1,2014-12-10
168,0.722,0.94,6,0.0528,0.585,0.0,0.161,0.725,130.073,194747,4,2NE1,2014-06-25
169,0.608,0.878,0,0.154,0.289,0.0,0.619,0.201,75.048,229973,4,2NE1,2014-06-25
170,0.699,0.899,8,0.0917,0.254,0.0,0.441,0.657,130.081,231867,4,2NE1,2014-06-25
171,0.782,0.763,11,0.052,0.0195,0.0,0.35,0.678,129.93,215427,4,2NE1,2014-06-25
172,0.755,0.808,6,0.0903,0.432,0.0,0.109,0.746,120.007,217640,4,2NE1,2014-06-25
173,0.746,0.558,11,0.0481,0.0296,0.0,0.247,0.409,88.015,226413,4,2NE1,2014-06-25
174,0.729,0.815,0,0.0334,0.0303,1.34e-06,0.195,0.49,125.011,237027,4,2NE1,2014-06-25
175,0.563,0.686,5,0.0541,0.174,0.0,0.0856,0.583,181.974,210627,3,2NE1,2014-06-25
176,0.607,0.432,0,0.0336,0.823,0.0,0.108,0.395,130.055,219613,4,2NE1,2014-06-25
177,0.586,0.473,3,0.0342,0.452,0.0,0.146,0.37,75.171,194547,4,2NE1,2014-06-25
178,0.711,0.914,6,0.0481,0.545,0.0,0.157,0.578,130.131,194747,4,2NE1,2014-06-25
179,0.599,0.822,0,0.114,0.14,0.0,0.625,0.122,75.106,229973,4,2NE1,2014-06-25
180,0.679,0.897,8,0.118,0.15,0.0,0.165,0.629,130.165,231867,4,2NE1,2014-06-25
181,0.552,0.663,5,0.0483,0.187,0.0,0.058,0.605,181.939,210613,3,2NE1,2014-06-25
182,0.528,0.652,11,0.139,0.744,0.0,0.43,0.404,79.007,221040,4,2NE1,2014-06-25
183,0.755,0.775,2,0.0383,0.0162,0.00551,0.233,0.252,99.977,196080,4,2NE1,2014-06-25
184,0.761,0.81,6,0.1,0.359,0.0,0.114,0.739,119.999,217107,4,2NE1,2014-06-25
185,0.673,0.813,6,0.0506,0.00835,0.0,0.24,0.525,127.964,220267,4,2NE1,2014-06-25
186,0.792,0.6,5,0.0412,0.161,0.0,0.168,0.216,102.016,192427,4,2NE1,2014-06-25
187,0.405,0.472,3,0.041,0.304,0.0,0.243,0.336,69.822,194547,4,2NE1,2014-06-25
188,0.721,0.941,6,0.0521,0.594,0.0,0.201,0.737,130.036,194747,4,2NE1,2014-06-25
189,0.573,0.879,0,0.134,0.282,0.0,0.622,0.202,149.973,229973,4,2NE1,2014-06-25
190,0.7,0.899,8,0.0946,0.258,0.0,0.444,0.659,130.083,231867,4,2NE1,2014-06-25
191,0.782,0.762,11,0.0514,0.0202,0.0,0.349,0.68,129.931,215427,4,2NE1,2014-06-25
192,0.754,0.809,6,0.0898,0.433,0.0,0.108,0.748,120.015,217640,4,2NE1,2014-06-25
193,0.746,0.564,11,0.0475,0.0279,0.0,0.257,0.413,88.021,226413,4,2NE1,2014-06-25
194,0.728,0.82,0,0.0342,0.0308,1.23e-06,0.195,0.504,125.013,237027,4,2NE1,2014-06-25
195,0.564,0.687,5,0.0539,0.172,0.0,0.0861,0.589,181.949,210627,3,2NE1,2014-06-25
196,0.589,0.433,0,0.0339,0.821,0.0,0.11,0.395,130.285,219613,4,2NE1,2014-06-25
197,0.582,0.473,3,0.0339,0.432,0.0,0.147,0.373,75.322,194547,4,2NE1,2014-06-25
198,0.631,0.907,1,0.0595,0.0168,0.0,0.349,0.279,129.954,197187,4,2NE1,2014-06-23
199,0.65,0.938,0,0.111,0.00195,0.0,0.88,0.724,125.956,225633,4,2NE1,2014-06-23
200,0.629,0.945,10,0.106,0.022,0.0,0.584,0.585,101.957,261200,4,2NE1,2014-06-23
201,0.689,0.938,11,0.0997,0.0251,0.0,0.364,0.575,119.992,214637,4,2NE1,2014-06-23
202,0.653,0.926,9,0.0644,0.00719,1.03e-06,0.334,0.567,119.974,161490,4,2NE1,2014-06-23
203,0.566,0.447,9,0.0319,0.765,0.0,0.758,0.241,130.13,219717,4,2NE1,2014-06-23
204,0.4,0.844,5,0.139,0.229,0.0,0.889,0.532,181.983,219302,3,2NE1,2014-06-23
205,0.439,0.518,3,0.0464,0.537,0.0,0.652,0.382,150.022,196578,4,2NE1,2014-06-23
206,0.339,0.822,8,0.0682,0.105,0.0,0.36,0.56,127.799,234591,4,2NE1,2014-06-23
207,0.594,0.863,0,0.0738,0.155,0.0,0.498,0.365,124.917,201401,4,2NE1,2014-06-23
208,0.453,0.869,0,0.16,0.0831,0.0,0.876,0.311,149.979,232620,4,2NE1,2014-06-23
209,0.563,0.88,8,0.0575,0.0149,0.0,0.349,0.39,130.014,234776,4,2NE1,2014-06-23
210,0.638,0.936,2,0.103,0.00445,0.0,0.987,0.659,130.009,202729,4,2NE1,2014-06-23
211,0.473,0.888,2,0.121,0.014,0.0,0.376,0.156,139.983,306871,4,2NE1,2014-06-23
212,0.561,0.899,11,0.0768,0.000663,0.0,0.925,0.512,127.967,246834,4,2NE1,2014-06-23
213,0.695,0.914,0,0.0498,0.00422,0.0,0.792,0.57,127.898,207938,4,2NE1,2014-06-23
214,0.583,0.969,1,0.129,0.0239,0.0,0.982,0.568,132.082,288424,4,2NE1,2014-06-23
215,0.568,0.922,11,0.057,0.00416,0.0,0.919,0.506,127.998,220930,3,2NE1,2014-06-23
216,0.711,0.91,1,0.0467,0.568,0.0,0.157,0.556,130.144,194236,4,2NE1,2014-02-27
217,0.585,0.84,0,0.0957,0.155,0.0,0.638,0.149,149.855,229627,4,2NE1,2014-02-27
218,0.584,0.901,8,0.155,0.152,0.0,0.184,0.612,130.178,231519,4,2NE1,2014-02-27
219,0.559,0.657,5,0.0487,0.195,0.0,0.0531,0.624,181.945,210258,3,2NE1,2014-02-27
220,0.609,0.662,11,0.103,0.767,0.0,0.406,0.437,157.937,220684,4,2NE1,2014-02-27
221,0.756,0.792,2,0.0366,0.0166,0.0077,0.108,0.207,99.993,195748,4,2NE1,2014-02-27
222,0.765,0.806,6,0.109,0.387,0.0,0.106,0.682,120.009,216750,4,2NE1,2014-02-27
223,0.668,0.816,11,0.0476,0.00659,0.0,0.282,0.563,127.956,219936,4,2NE1,2014-02-27
224,0.789,0.616,8,0.0469,0.166,0.0,0.209,0.25,102.003,192084,4,2NE1,2014-02-27
225,0.571,0.465,3,0.0373,0.332,0.0,0.377,0.335,75.191,193700,4,2NE1,2014-02-27
226,0.685,0.879,10,0.0373,0.0333,0.0,0.446,0.496,128.004,213547,4,2NE1,2013-03-13
227,0.727,0.81,11,0.117,0.0381,0.0,0.355,0.523,126.001,225092,4,2NE1,2013-03-13
228,0.761,0.93,1,0.205,0.145,0.0,0.387,0.592,101.993,252119,4,2NE1,2013-03-13
229,0.6,0.7,6,0.105,0.121,0.0,0.603,0.706,150.052,235602,4,2NE1,2013-03-13
230,0.661,0.859,11,0.0924,0.0963,0.0,0.337,0.491,119.921,250951,4,2NE1,2013-03-13
231,0.35,0.622,8,0.09,0.307,0.0,0.339,0.352,161.929,369236,4,2NE1,2013-03-13
232,0.486,0.857,10,0.133,0.0479,2.59e-06,0.137,0.376,90.749,208608,4,2NE1,2013-03-13
233,0.72,0.849,8,0.0927,0.0417,0.0,0.554,0.33,123.021,240207,4,2NE1,2013-03-13
234,0.742,0.949,11,0.0981,0.227,0.0,0.333,0.742,120.039,213747,4,2NE1,2013-03-13
235,0.645,0.743,11,0.153,0.283,0.0,0.345,0.389,119.993,194795,3,2NE1,2013-03-13
236,0.511,0.579,6,0.0438,0.0877,0.0,0.847,0.619,147.988,294428,4,2NE1,2013-03-13
237,0.591,0.551,9,0.0336,0.178,0.0,0.397,0.442,94.95,257958,4,2NE1,2013-03-13
238,0.542,0.69,1,0.0966,0.291,0.0,0.351,0.221,163.956,301835,4,2NE1,2013-03-13
239,0.704,0.758,2,0.0618,0.074,0.0,0.463,0.511,124.938,215749,4,2NE1,2013-03-13
240,0.625,0.725,8,0.0635,0.025,0.0,0.442,0.143,124.953,367033,4,2NE1,2013-03-13
241,0.63,0.695,8,0.0436,0.128,0.0,0.336,0.479,127.854,208909,4,2NE1,2013-03-13
242,0.67,0.716,9,0.0426,0.0465,0.0,0.426,0.115,119.998,249783,4,2NE1,2013-03-13
243,0.601,0.841,11,0.0669,0.0327,0.0,0.379,0.487,127.964,219252,4,2NE1,2013-03-13
244,0.694,0.665,2,0.0467,0.0134,0.0,0.345,0.703,124.982,202569,4,2NE1,2013-03-13
245,0.645,0.816,6,0.0486,0.0191,0.0,0.48,0.544,127.999,231031,4,2NE1,2013-03-13
246,0.65,0.846,2,0.0551,0.0126,0.0,0.353,0.561,130.004,277310,4,2NE1,2013-03-13
247,0.75,0.837,1,0.0556,0.248,0.0,0.895,0.79,131.984,272973,4,2NE1,2013-03-13
248,0.618,0.831,10,0.0695,0.00689,0.138,0.318,0.27,127.842,264965,4,2NE1,2013-03-13
249,0.771,0.845,11,0.175,0.0157,2.24e-06,0.39,0.503,125.961,223467,4,2NE1,2012-12-04
250,0.734,0.972,1,0.166,0.0731,0.0,0.243,0.659,101.978,248253,4,2NE1,2012-12-04
